Unnamed: 0.1,Unnamed: 0,file,orgText,outText,WER
4427,4427,meisterfloh/meisterfloh_1800.wav,soviel wie ich mich auf solche dinge verstehe ist sie gar nicht weit mir ists als wittere ich ihre nähe doch,für bin ich wohl auf solche dinge verstehe ist sie gar nicht weit höher ist als weitere ich ihre nähe doch ,0.2857142857142857
4428,4428,meisterfloh/meisterfloh_1801.wav,wollt ihr meinem freundschaftlichen rat vertrauen und ihn befolgen so überlasst die schöne dörtje ihrem schicksal glaubt mir,wollt ihr meinem freundschaftlichen rat vertrauen j befolgen so überlastet die schöne törtchen ihrem schicksal glaubt mir dürfe ,0.2777777777777778
4429,4429,meisterfloh/meisterfloh_1802.wav,die kleine ist ein wetterwendisches ding mag es sein dass sie wie ihr mir gesagt habt,die kleine ist ein wetter wendiges ding war es sein dass sie ihr gesorgt hat ,0.4375
4430,4430,meisterfloh/meisterfloh_1803.wav,euch jetzt wirklich gut geworden ist wie lange wird es dauern und sie versetzt euch in solch trübsal und leid,was ist jetzt wirklich gut geworden ist wie lange wird es dauern und säufer setzt euch verseucht trübsal leid ,0.35
4431,4431,meisterfloh/meisterfloh_1804.wav,dass ihr gefahr lauft darüber den verstand zu verlieren wie die distel zeherit noch einmal sage ich es euch,das ihr gefahr laufen aber bei den verstand zu verlieren wie die tiefste zweijähriger ins doch noch einmal sage ich es euch ,0.42105263157894735
4432,4432,meisterfloh/meisterfloh_1805.wav,gebt euer einsames leben auf ihr werdet euch besser dabei befinden was für mädchen habt ihr denn schon kennen gelernt,rief euer einsames lieber auf ihr werdet euch besser dabei effektives was für mädchen habt ihr denn schon keine überraschung ,0.25
4433,4433,meisterfloh/meisterfloh_1806.wav,dass ihr die dörtje für die schönste achtet welchem weibe habt ihr euch denn schon genähert   freundlichen liebesworten,das ihr die darin hierfür die schönste achtet welchem weiber habt ihr euch denn schulen genährt mit freundlichen liebes worden ,0.5
4434,4434,meisterfloh/meisterfloh_1807.wav,dass ihr glaubt nur dörtje könne euch lieben geht geht peregrinus die erfahrung wird euch eines bessern überzeugen,das ihr glaubt nur dort könnte äußern geht geht peregrinus die erfahrung wird euch eines besseren überzeugt ,0.3888888888888889
4435,4435,meisterfloh/meisterfloh_1808.wav,ihr seid ein ganz hübscher stattlicher mann und ich müsste nicht so verständig und scharfsichtig sein als es der meister floh wirklich ist,hier seit einem ganz hübscher stattlicher man und ich musste nicht so verständig scharfsinnig sein als es der weiterflug wirklich ist ,0.39130434782608703
4436,4436,meisterfloh/meisterfloh_1809.wav,wenn ich nicht voraussehen sollte dass euch das glück der liebe noch lachen wird auf ganz andere weise als ihr,wenn ich nicht voraussehen sollte das euch das glück der liebe noch lachen wird auf ganz andere weise als ,0.1
4437,4437,meisterfloh/meisterfloh_1810.wav,es wohl jetzt vermutet« – peregrinus hatte dadurch dass er an öffentliche örter ging bereits die bahn gebrochen,es wohl jetzt vermutet peregrinus hat dadurch dass er an öffentliche outer gegen bereits die bahn gebrochen ,0.2777777777777778
4438,4438,meisterfloh/meisterfloh_1811.wav,und es wurde ihm nun weniger schwer gesellschaften zu besuchen denen er sich sonst entzogen,hängt es wurde ihm hunger weniger schwer gesellschaftliche in denen er sich sollst anzuhören  ,0.4666666666666667
4439,4439,meisterfloh/meisterfloh_1812.wav,meister floh tat ihm dabei mit dem mikroskopischen glase vortreffliche dienste und peregrinus soll während der zeit,meister auf nottat ihm dabei wird dem mikroskopisch klar sofort öffentliche dienste und peregrinus soll während derzeit ,0.5294117647058824
4440,4440,meisterfloh/meisterfloh_1813.wav,ein tagebuch gehalten und die wunderlichsten ergötzlichsten kontraste zwischen worten und gedanken wie sie ihm täglich aufstiessen,eine tagung gehalten und dann wunderlichstem ergötzlich sind kontrast zwischen worten und gedanke war wie sie ihn täglich auf stießen ,0.7058823529411765
4441,4441,meisterfloh/meisterfloh_1814.wav,aufgezeichnet haben vielleicht findet der herausgeber des seltsamen märchens meister floh geheissen künftig gelegenheit,aufgezeichnet haben vielleicht findet der herausgeber des seltsame märchens dreister fluge heißer künftig gelegenheit ,0.2857142857142857
4442,4442,meisterfloh/meisterfloh_1815.wav,manches weiterer mitteilung würdige aus diesem tagebuch ans licht zu fördern hier würde es nur die geschichte aufhalten,manches weitere mitteilung wohltätige aus die tage fünf ans licht zu fördern früher würde es nur die geschichte aufhalten ,0.3333333333333333
4443,4443,meisterfloh/meisterfloh_1816.wav,und darum dem geneigten leser eben nicht willkommen sein so viel kann gesagt werden,es darum dem geneigt neuling sei eben nicht willkommen sei soviel kann gesagt werden muss ,0.5714285714285714
4444,4444,meisterfloh/meisterfloh_1817.wav,»ich erbitte mir ihren gütigen rat« lautet in gedanken »er ist albern genug zu glauben dass ich wirklich in einer sache,ich bitte mir ihre guter rat lautete in gedanken und er ist albern genug zu glauben dass ich wirklich in einer sache ,0.3809523809523809
4445,4445,meisterfloh/meisterfloh_1818.wav,die längst beschlossen seinen rat verlange und das kitzelt ihn« – »ich vertraue ihnen ganz« –,hinterlässt beschlossen sondern rat vorlauf sind das kitzelt ihren ich vertraue ihnen ganz ,0.625
4446,4446,meisterfloh/meisterfloh_1819.wav,mikroskopischen betrachtungen in grosse verlegenheit setzten das waren nämlich die jungen männer die über alles in,die türkischen betrachtungen in große verlegenheit setzte das wäre nämlich die nunmehr nahm die über alles ,0.5
4447,4447,meisterfloh/meisterfloh_1820.wav,den höchsten enthusiasmus geraten und sich in einen brausenden strom der prächtigsten redensarten ergiessen konnten unter diesen,die höchsten enthusiasmus geraten und sich in einer brausende nicht ohne sie prächtigsten redensarten ergebnis kommt unter diesen schien ,0.5294117647058824
4448,4448,meisterfloh/meisterfloh_1821.wav,am tiefsten und herrlichsten junge dichter zu sprechen die von lauter phantasie und genialität strotzten und,im tiefsten und herrlichsten joghurt dichter zu sprechen die von lauter fantasie und genialität strotzt und ,0.25
4449,4449,meisterfloh/meisterfloh_1822.wav,vorzüglich von damen viel anbetung erleiden mussten ihnen reihten sich schriftstellerische frauen an,vorzüglich von da aber nur vier anbetung erleiden müssen ähnlich reihten sich schriftstellerische frau anders ,0.6153846153846154
4450,4450,meisterfloh/meisterfloh_1823.wav,die alle tiefen des seins hienieden,alle tiefe des seien sie erläutern ,0.8333333333333334
4451,4451,meisterfloh/meisterfloh_1824.wav,sowie alle echt philosophische das innerste durchdringende ansichten der verhältnisse des sozialen lebens,so wie alle echt philosophischer das innerste durchdringender an sich der verhältnis des sozialen lebens ,0.5384615384615384
4452,4452,meisterfloh/meisterfloh_1825.wav,wie man zu sagen pflegt recht am schnürchen hatten und mit prächtigen worten herzusagen wussten wie eine festtagspredigt –,niemand zu sagen pflegt recht auf schnürchen hatten unnütz genug prächtige bauten hierzu sagen wussten wie eine festtags predigt sein ,0.631578947368421
4453,4453,meisterfloh/meisterfloh_1826.wav,kam es dem peregrinus wunderbar vor dass die silberfaden aus gamahehs gehirn herausrankten in ein,kam es dem peregrinus oder sogar hervor dass die silberfarbenen ausgaben paris gehören herausragten platz ein und ,0.6666666666666666
4454,4454,meisterfloh/meisterfloh_1827.wav,unentdeckbares etwas so erstaunte er nicht weniger darüber was er im gehirn der erwähnten leute wahrnahm,entdeckt bares etwas so erstaunte er nicht wenig darüber was er im gehören der erwähnten leute war  ,0.3125
4455,4455,meisterfloh/meisterfloh_1828.wav,er sah zwar das seltsame geflecht von adern und nerven bemerkte aber zugleich,er sah zwar das seltsame geflecht von adern und werfen bemerkte aber zugleich ,0.07692307692307693
4456,4456,meisterfloh/meisterfloh_1829.wav,dass diese gerade wenn die leute über kunst und wissenschaft über die tendenzen des höhern lebens überhaupt ganz ausnehmend,dass diese gerade wenn die leute über kunst und wissenschaft wörter tendenzen des höheren lebens überhaupt ganz ausnehmen ,0.21052631578947367
4457,4457,meisterfloh/meisterfloh_1830.wav,herrlich sprachen gar nicht eindrangen in die tiefe des gehirns sondern wieder zurückwuchsen,und herrlich sprachen oder gar nicht ein drangen in die treffendes gehören ist sondern nur wieder zurück  ,0.6923076923076923
4458,4458,meisterfloh/meisterfloh_1831.wav,so dass von deutlicher erkennung der gedanken gar nicht die rede sein konnte er teilte seine bemerkung dem meister floh mit,so dass von deutlicher erkennung der gedanke gehöre nicht die rede sein könnte erteilte seine bemerkung dem meister flog mit ,0.2857142857142857
4459,4459,meisterfloh/meisterfloh_1832.wav,der wie gewöhnlich in einer falte des halstuchs sass meister floh meinte dass das was peregrinus für gedanken halte,der wto gewöhnlich in einer veraltetes als service der fluss meinte dass das was peregrinus für gedanken halte ,0.3684210526315789
4460,4460,meisterfloh/meisterfloh_1833.wav,gar keine wären sondern nur worte die sich vergeblich mühten gedanken zu werden,gar keine wären sondern nur worte die sich vergeblich bemühten gedanken zu werden  ,0.07692307692307693
4461,4461,meisterfloh/meisterfloh_1834.wav,erlustigte sich nun herr peregrinus tyss in der gesellschaft auf mannigfache weise,er lustigste sich nun herr peregrinus in der gesellschaft auf mannigfache weise ,0.25
4462,4462,meisterfloh/meisterfloh_1835.wav,so liess auch sein treuester begleiter meister floh viel von seinem ernste nach,so ließ auch seinen treuester breiter meister flug viel von seiner ernste nach ,0.38461538461538464
4463,4463,meisterfloh/meisterfloh_1836.wav,und bewies sich als ein kleiner schalkischer lüstling als ein aimable roué keinen schönen hals keinen weissen nacken,und bewies sich als ein kleiner steuergeschenke lüstling als ein emma rudi doch keine schönen hals keinen weisen im nacken ,0.3888888888888889
4464,4464,meisterfloh/meisterfloh_1837.wav,eines frauenzimmers konnte er nämlich sehen ohne bei der ersten besten gelegenheit sich aus seinem schlupfwinkel hervor,eines frauenzimmer zimmers konnte er nämlich sehen ohne bei der erst am besten gelegenheit sich aus seiner schlupfwinkel hervor ,0.29411764705882354
4465,4465,meisterfloh/meisterfloh_1838.wav,und auf den einladenden sitz zu schwingen wo er jeder nachstellung gespitzter finger geschickt zu entgehen wusste,mit auf den einladen ansatz zum schwingen wo er jeder nachstellungen gesprächsstoff inder geschickt zu entgehen ist ,0.4705882352941176
4466,4466,meisterfloh/meisterfloh_1839.wav,dies manöver umfasste ein doppeltes interesse einmal fand er selbst seine lust daran dann wollte er aber,dies manöver umfasste erörtert ist interessant ein walfang selbst seiner lust daran dann wollte er aber auch per ,0.5294117647058824
4467,4467,meisterfloh/meisterfloh_1840.wav,peregrinus blicke auf schönheiten ziehen die dörtjes bild verdunkeln sollten,ein es blickt auf schönheit anziehen die militärputsches bild viertel können soll ,0.9
4468,4468,meisterfloh/meisterfloh_1841.wav,dies schien aber ganz vergebliche mühe zu sein denn keine einzige der damen denen sich peregrinus ohne alle scheu mit,dies schon aber ganz vergebliche mühe zu sein denn keine einzige der dame denen sich bereich oder eine schöne reden ,0.35
4469,4469,meisterfloh/meisterfloh_1842.wav,voller unbefangenheit näherte kam ihm so gar hübsch und anmutig vor als seine kleine prinzessin,voller unbefangenheit näherte kam ihm sogar rückstand anmutig vor als seine kleine prinzessin ,0.26666666666666666
4470,4470,meisterfloh/meisterfloh_1843.wav,weshalb aber auch nun vollends seine liebe zur kleinen festhielt war dass bei keiner er worte und gedanken,weshalb aber auch nun vollends seine liebe zur kleinen festhielt war das bei keiner erwarte und gedanken ,0.16666666666666666
4471,4471,meisterfloh/meisterfloh_1844.wav,so zu seinen gunsten übereinstimmend fand als bei ihr er glaubte sie nimmer mehr lassen zu können,so zu seinen gunsten übereinstimmen freizeit als bei ihr er glaubte sie anderer lassen zu können ,0.2352941176470588
4472,4472,meisterfloh/meisterfloh_1845.wav,und erklärte dies unverhohlen meister floh ängstigte sich nicht wenig,umwelt erklärte dies unverhohlener meister für ängstigte sich nicht aus ende im teil eins ,0.8
4473,4473,meisterfloh/meisterfloh_1846.wav,peregrinus bemerkte eines tages,fünf des abenteuer teil zwei peregrinus bemerkte eines tages ,1.25
4474,4474,meisterfloh/meisterfloh_1847.wav,dass die alte aline schalkisch vor sich hinlächelte öfter als sonst tabak schnupfte sich räusperte undeutliches zeug murmelte,dass die alte alina schalke ich vor sich hin lächelte öfters als sonst tabak schnappte sich räusperte undeutliches zollt murmelte ,0.4444444444444444
4475,4475,meisterfloh/meisterfloh_1848.wav,kurz in ihrem ganzen wesen tat wie jemand der etwas auf dem herzen hat und es gern los sein möchte,kurz in ihrem ganz anwesend tat wie jemand der etwas auf dem art sind und das gerne los sein möchte ,0.3
4476,4476,meisterfloh/meisterfloh_1849.wav,dabei erwiderte sie auf alles »ja – man kann das nicht wissen man muss das abwarten« –,dabei erwiderte sie auf alles an ja man kann das nicht wisse man muss das abwarten ,0.29411764705882354
4477,4477,meisterfloh/meisterfloh_1850.wav,mochten nun diese redensarten passen oder nicht »sage« rief peregrinus endlich voll ungeduld,hoffte nun diese redensart passen oder nicht sage riecht peregrinus endlich voller ungeduld ,0.38461538461538464
4478,4478,meisterfloh/meisterfloh_1851.wav,»sage sie es nur lieber gleich heraus aline was es wieder gibt ohne so um mich herumzuschleichen mit geheimnisvollen mienen«,sage sie es lieber gleich heraus alleine was es mit der gibt bruno so um mich herum zu schleichen mit geheimnisvollen minen ,0.5
4479,4479,meisterfloh/meisterfloh_1852.wav,»ach« rief die alte indem sie die dürren fäuste zusammenschlug »ach das herzige allerliebste zuckerpüppchen,ach rief die alte indem sie die türen fäuste zusammenschlug ach das das herziger allerliebste zucker püppchen ,0.4666666666666667
4480,4480,meisterfloh/meisterfloh_1853.wav,das zarte liebe ding« »wen meint sie denn« unterbrach peregrinus die alte verdriesslich »ei« sprach,das zarte liebe dinge salon wie nummer eins sieht der unterbrach ihre griots die alte verdrießlich herr versprach ,0.8
4481,4481,meisterfloh/meisterfloh_1854.wav,diese schmunzelnd weiter »ei wen sollte ich denn anders meinen als unsere liebe prinzess hier unten bei herrn swammer,aus diesen schmunzelnd weiter harry venen sollte ich den anders meinen als unsere liebe prinzessin hier und bei herrn zwar macht ,0.4736842105263158
4482,4482,meisterfloh/meisterfloh_1855.wav,ihre liebe braut herr tyss« »weib«,ihre liebe braut herr salon weil können ,0.5
4483,4483,meisterfloh/meisterfloh_1856.wav,fuhr peregrinus auf »unglückliches weib sie ist hier hier im hause und das sagst du mir erst jetzt«,fuhr peregrinus auf unglückliches weil sie ist hier hier im hause und das sagst du mir erst jetzt ,0.16666666666666666
4484,4484,meisterfloh/meisterfloh_1857.wav,»wo sollte« erwiderte die alte ohne im mindesten aus ihrer behaglichen ruhe zu kommen,wo sollte erwiderte die alte ohne mindesten aus ihrer behaglicher ruhe zu kommen ,0.2857142857142857
4485,4485,meisterfloh/meisterfloh_1858.wav,»wo sollte die prinzess auch wohl anders sein als hier wo sie ihre mutter gefunden   »wie«,daher sollte die prinzessin auch nur anders sein als hierher wo sie ihre metallkoffer wie ,0.4375
4486,4486,meisterfloh/meisterfloh_1859.wav,rief peregrinus »was sagt sie aline« »ja« sprach die alte indem sie den kopf erhob »ja,rief peregrinus was sagt sie alina ja sprach die alte indem sie den kopf erhoben ja ,0.3125
4487,4487,meisterfloh/meisterfloh_1860.wav,aline das ist mein rechter name und wer weiss was in kurzer zeit,jene das ist mein rechter name und wer weiß was in kurzer zeit ,0.15384615384615385
4488,4488,meisterfloh/meisterfloh_1861.wav,vor ihrer hochzeit noch alles an das tageslicht kommen wird«,vor ihrer hochzeit noch alles anders tageslicht kommen wird  ,0.3
4489,4489,meisterfloh/meisterfloh_1862.wav,ohne sich an peregrinus ungeduld der sie bei allen engeln und teufeln beschwor doch nur zu reden,nun ist sicher peregrinus ungeduldig der sie bei allem engeln entfesseln restaurant durften nur zu reden ,0.5294117647058824
4490,4490,meisterfloh/meisterfloh_1863.wav,zu erzählen auch nur im mindesten zu kehren nahm die alte gemächlich platz in einem lehnstuhl,zu erzählen auch nur im mindestens zu kehren nahm die alte gemächlich platz in einem lehnstuhl ,0.0625
4491,4491,meisterfloh/meisterfloh_1864.wav,zog die dose hervor nahm eine grosse prise und bewies dann dem peregrinus sehr umständlich mit vielen worten,dazu kommt lose hervor nahm eine große prise und bürgers daniel des euro tourismus sehe umständlich mit vielen brauchten ,0.6111111111111112
4492,4492,meisterfloh/meisterfloh_1865.wav,dass es keinen grössern schädlichern fehler gäbe als die ungeduld »ruhe« so sprach sie,dass es keinen grüße an schändlich ein fehler gäbe als die ungeduld ruhr sprach sie ,0.42857142857142855
4493,4493,meisterfloh/meisterfloh_1866.wav,»ruhe mein söhnchen ist dir vor allen dingen nötig denn sonst läufst du gefahr,wenn sie meinen söhnchen ist jedoch vor allen dingen legte ich denn sonst läuft gefahr ,0.5714285714285714
4494,4494,meisterfloh/meisterfloh_1867.wav,alles zu verlieren in dem augenblick als du es gewonnen zu haben glaubst ehe du ein wörtchen von mir hörst,alles zu verlieren in dem augenblick als es gewonnen zu haben er selbst ihr durch ein wörtchen von höher ist ,0.35
4495,4495,meisterfloh/meisterfloh_1868.wav,musst du dich dort still hinsetzen wie ein artiges kind und mich beileibe nicht in meiner erzählung unterbrechen«,du musst du dich dort stillen hinaus zum wie ein richtiges kind könig beileibe nicht immer eine erzählung unterbrechen  ,0.5555555555555556
4496,4496,meisterfloh/meisterfloh_1869.wav,was blieb dem peregrinus übrig als der alten zu gehorchen die sowie peregrinus platz genommen dinge vorbrachte,was blieb dem peregrinus übrig als der alten zu gehorchen dienen sowie wäre grünes platz genommen dinge vorbrachte ,0.17647058823529413
4497,4497,meisterfloh/meisterfloh_1870.wav,die wunderlich und seltsam genug anzuhören waren,die wunderlich und seltsam genug anzuhören war  ,0.14285714285714285
4498,4498,meisterfloh/meisterfloh_1871.wav,so wie die alte erzählte hatten die beiden herren nämlich swammerdamm und leuwenhoek sich in dem zimmer noch recht tüchtig herumgebalgt,so wie die alte erzählte hatten die beiden herren nämlich swammerdam all würde sich in dem zimmer noch recht tüchtig herum gebeugt ,0.2380952380952381
4499,4499,meisterfloh/meisterfloh_1872.wav,und dabei entsetzlich gelärmt und getobt dann war es zwar stille geworden ein,und dabei entsetzlich gelernt und getrübt dann war es still geworden doch ein ,0.38461538461538464
4500,4500,meisterfloh/meisterfloh_1873.wav,dumpfes ächzen hatte indessen die alte befürchten lassen dass einer von beiden auf den tod verwundet,dumpfes ächzen hatte immer als in der alte befürchten lassen dass in einer weiden auf den tod verwundet  ,0.4375
4501,4501,meisterfloh/meisterfloh_1874.wav,als nun aber die alte neugierig durch das schlüsselloch guckte gewahrte sie ganz etwas anderes als sie geglaubt,als nun aber die alte neugierig durch das schlüsselloch gifte gewahrte sie ganz etwas anderes als geglaubt ,0.1111111111111111
4502,4502,meisterfloh/meisterfloh_1875.wav,swammerdamm und leuwenhoek hatten den george pepusch erfasst und strichen und drückten ihn mit ihren fäusten so,swammerdam und läufen hörsaal hatten den georg petruschka erfasste strikten und drückte ihn mit ihren fäusten so ,0.5294117647058824
4503,4503,meisterfloh/meisterfloh_1876.wav,dass er immer dünner und dünner wurde worüber er denn so ächzte wie es die alte vernommen zuletzt,dass er immer dünner und dünner wurde worüber er denn so ächzte hieß die alte vernommen zuletzt ,0.1111111111111111
4504,4504,meisterfloh/meisterfloh_1877.wav,als pepusch so dünn geworden wie ein distelstengel versuchten sie ihn durch das schlüsselloch zu drücken,als per bus so ordoliberale dann wie ein diesel strenge versuchten sie ihn durch das schlüsselloch zu drücken  ,0.375
4505,4505,meisterfloh/meisterfloh_1878.wav,der arme pepusch hing schon mit dem halben leibe   auf den flur als die alte entsetzt von dannen floh bald darauf,der arme pep buschigen schon mörder alben leibe heraus auf die wurden als die alte entsetzt von dannen bald darauf ,0.42857142857142855
4506,4506,meisterfloh/meisterfloh_1879.wav,vernahm die alte ein lautes schallendes gelächter und gewahrte wie pepusch in seiner natürlichen gestalt,ferner haben die alte einen lautes schallendes gelächter und gewahrte sie militärputsch in seiner natürlichen gestalt ,0.3333333333333333
4507,4507,meisterfloh/meisterfloh_1880.wav,von den beiden magiern ganz friedlich zum hause hinausgeführt wurde in der türe des zimmers stand die schöne dörtje,von den beiden magiern ganz friedlich zu hause hinaus geführt wurde in der tür des zimmers stand die schöne dirty ,0.2631578947368421
4508,4508,meisterfloh/meisterfloh_1881.wav,und winkte die alte hinein sie wollte sich putzen und hatte dabei die hilfe der alten nötig,und hinter die alte hinein sie wollte sich putzen und hatte dabei die vor der alten muss  ,0.17647058823529413
4509,4509,meisterfloh/meisterfloh_1882.wav,die alte konnte gar nicht genug von der grossen menge kleider reden die die kleine aus allerlei alten schränken herbeigeholt und ihr gezeigt,die alte konnte gar nicht genug von der großen meiner kleider reden die die kleiner aus allerlei schränken herbeigeholt und ihr gezeigt ,0.17391304347826084
4510,4510,meisterfloh/meisterfloh_1883.wav,und von denen eins immer reicher und prächtiger gewesen als das andere dann versicherte die alte auch,und von denen eins immer reicher und prächtiger gewesen sei als das anders dann versicherte die alte auch ,0.1176470588235294
4511,4511,meisterfloh/meisterfloh_1884.wav,dass wohl nur eine indische prinzessin solch geschmeide besitzen könne als die kleine die augen täten ihr noch weh von dem,das wohl nur eine indische prinzessin solch geschmeide besitzen können das heißt die kleiner augen täten wir noch videofilm ,0.4761904761904762
4512,4512,meisterfloh/meisterfloh_1885.wav,blendenden gefunkel die alte erzählte weiter wie sie mit dem lieben zuckerkinde während des ankleidens dies und jenes gesprochen,talenten umgeformt die alte erzählte weiter visa und läufer zucker kinder während das amt leidens dieses und jenes gesprochen ,0.631578947368421
4513,4513,meisterfloh/meisterfloh_1886.wav,wie sie an den seligen herrn tyss an das schöne leben das sonst im hause geführt worden gedacht,wie sie an den seligen herrn tyrannen an das schöne leben das sonst im hause geführt worden gedacht ,0.05555555555555555
4514,4514,meisterfloh/meisterfloh_1887.wav,und wie sie zuletzt auf ihre verstorbene verwandte gekommen »sie wissen« so sprach die alte,und wie sie zuletzt auf ihrer verstorbene verwandte gekommen sie wissen so sprach die alte ,0.2
4515,4515,meisterfloh/meisterfloh_1888.wav,»sie wissen lieber herr tyss dass mir nichts über meine selige frau muhme die kattundruckerfrau geht sie war in mainz,sie wissen lieber herr typus es mir nichts über meine sehen ihre frau nunmehr kantone druck auf gehen sie war in mainz ,0.5
4516,4516,meisterfloh/meisterfloh_1889.wav,und ich glaube gar auch in indien gewesen und konnte französisch beten und singen,und ich glaube sogar auch im in und herrn gewesen und konnte französisch poeten und sänger ist ,0.5
4517,4517,meisterfloh/meisterfloh_1890.wav,habe ich dieser frau muhme den unchristlichen namen aline zu verdanken so will ich ihr das gern im grabe verzeihen,habe ich dieser frau momente in unchristlichen nahmen an hühner zu verdanken so will ich ihr das gerne im krabbe verzeihen ,0.35
4518,4518,meisterfloh/meisterfloh_1891.wav,da ich was die feine lebensart die manierlichkeit,da ich was die feine lebensart einmal ehrlichkeit ,0.25
4519,4519,meisterfloh/meisterfloh_1892.wav,den verstand die worte hübsch zu setzen allein von ihr profitiert habe als ich nun recht viel von der frau muhme erzählte,den verstand die warnte hübsch zu setzen allein von hier profitiert als ich nun recht viel von der form nummer erzählte ,0.2272727272727273
4520,4520,meisterfloh/meisterfloh_1893.wav,fragte die kleine prinzessin nach meinen eltern grosseltern und immer so weiter und weiter in die familie hinein,fragte die keine prinzessin nach meiner eltern und großeltern und immer seite und weiter in die familie ihre  ,0.3888888888888889
4521,4521,meisterfloh/meisterfloh_1894.wav,ich schüttete mein herz aus ich sprach ganz ohne rückhalt davon dass meine mutter beinahe ebenso schön gewesen sei als ich,ich schüttelte mein herz erörtern die sprach ganz ohne rückhalt davon dass meine mutter beinahe ebenso schön gewesen sei als ich ,0.14285714285714285
4522,4522,meisterfloh/meisterfloh_1895.wav,wiewohl ich sie in ansehung der nase übertreffe,wiewohl ich sie um ansehen andererseits übertreffen ,0.625
4523,4523,meisterfloh/meisterfloh_1896.wav,die   vater abstamme und überhaupt nach der form in der familie gebräuchlich sei schon seit menschengedenken,die vom vater abstammung und überhaupt nach der forum in der familie gebräuchlich sei schon seit menschengedenken  ,0.1875
4524,4524,meisterfloh/meisterfloh_1897.wav,da kam ich denn auch auf die kirchweihe zu reden als ich den deutschen tanzte mit dem sergeanten häberpiep,da kam ich dann auch auf die kirchweih zufriedener als ich dem deutschen teilte mit dem sie erscheinenden helfer platz ,0.5263157894736842
4525,4525,meisterfloh/meisterfloh_1898.wav,und die himmelblauen strümpfe angezogen hatte mit den roten zwickeln – nun lieber gott wir sind alle schwache sündige,und die himmelblauen strümpfe angezogen hatte mit den roten zwecke nun lieber gott wie sind alle schwache sündigen ,0.21052631578947367
4526,4526,meisterfloh/meisterfloh_1899.wav,menschen – doch herr tyss sie sollten nun selbst gesehen haben wie die kleine prinzess,menschen doch eher düster sie sollten nun selbst gesehen haben wie die kleine prinzessin ,0.26666666666666666
4527,4527,meisterfloh/meisterfloh_1900.wav,die erst gekichert und gelacht hatte dass es eine lust war immer stiller und stiller wurde,es ist kichert gelacht hatte dass es einer lust war immer stille und stiller drohte ,0.4375
4528,4528,meisterfloh/meisterfloh_1901.wav,und mich anstarrte mit solchen seltsamen blicken dass mir in der tat ganz graulich zumute wurde –,natürlich anstarrten und solche seltsamer liegt nicht das mir in der tat ganges körperlich zumute wurde ,0.6470588235294118
4529,4529,meisterfloh/meisterfloh_1902.wav,und denken sie sich herr tyss plötzlich ehe ich mirs versehen liegt die kleine prinzess vor mir auf den knieen,hund denken sie sich hedgefonds plötzlich wie ich mir es für sie rückt die kleine prinzess vor mir auf den knien ,0.5
4530,4530,meisterfloh/meisterfloh_1903.wav,und will mir durchaus die hand küssen und ruft,dahinter wie mir durchaus die handküssen und ruft ,0.4444444444444444
4531,4531,meisterfloh/meisterfloh_1904.wav,›ja du bist es nun erst erkenne ich dich ja du bist es selbst‹ –,ja du bist ist nun erkennen ich dich ja sie ist es selbst ,0.5333333333333333
4532,4532,meisterfloh/meisterfloh_1905.wav,und als ich nun ganz erstaunt frage was das heissen soll« – die alte stockte,denn als ich nur ganz erstaunt frage was das heißen soll die alte stoffe ,0.4
4533,4533,meisterfloh/meisterfloh_1906.wav,und als peregrinus in sie drang doch nur weiter zu reden,und als peregrinus in sie drang doch nur weiter zu reden ,0.0
4534,4534,meisterfloh/meisterfloh_1907.wav,nahm sie ganz ernst und bedächtig eine grosse prise und sprach »wirst es zeitig genug erfahren mein söhnchen,nahm sie ganz ernsthaft bedächtig eine große prise sprach ins doch wird das zeitig genug erfahren meinen söhnchen für ,0.5555555555555556
4535,4535,meisterfloh/meisterfloh_1908.wav,was sich nun weiter begab jedes ding hat seine zeit und seine stunde«,hast du schon weiter begab jedes dinge hat seine zeit und seine stellenwert ,0.38461538461538464
4536,4536,meisterfloh/meisterfloh_1909.wav,peregrinus wollte eben noch schärfer in die alte dringen ihm mehr zu sagen als diese in ein gellendes gelächter ausbrach,peregrinus wollte eben noch scharfer in der alte dringend im meer zu sein jetzt gerassel gellendes gerechter aus  ,0.6
4537,4537,meisterfloh/meisterfloh_1910.wav,peregrinus mahnte sie mit finstrem gesicht daran dass sein zimmer eben nicht der ort sei wo sie mit ihm narrenspossen treiben dürfe,ihre linus mahnte sie mit finsterem gesicht daran dass sein zimmer eritrea nicht steuer ort sei wo sie mit ihm narren ps  ,0.3636363636363637
4538,4538,meisterfloh/meisterfloh_1911.wav,doch die alte schien beide fäuste in die seiten stemmend ersticken zu wollen die brennend rote farbe des antlitzes,doch die alte schien beide fäuste in die seite gestemmt ersticken zu die brennend roter farbe des antlitzes ,0.21052631578947367
4539,4539,meisterfloh/meisterfloh_1912.wav,ging über in ein angenehmes kirschbraun und peregrinus stand im begriffe der alten ein volles glas wasser ins gesicht zu giessen,diese immer in ein angenehmes kehre sprang und peregrinus stank unser griff der alten einem von das glas wasser ist sich zu gießen ,0.6190476190476191
